id,Title,label
2308,转发 妇幼 保健 妇幼保健 院 提示 请 宝宝 喝 歪歪 爽歪歪 添加 加剂 添加剂 牛奶 饮料 告诉 家里 小孩 朋友 旺仔 牛奶 可口 可乐 可口可乐 歪歪 爽歪歪 娃哈哈 AD 钙奶 未来 星 QQ 星 美汁 源果 粒奶 优 菠萝 味 含有 肉毒 杆菌 紧急 召回 孩子 转下 孩子 请 友情 转转    ,1.0
2374,请 月 13 号 影院 进影院 贞子 票房 做 努力 中国 拍 金陵 十三 钗 日本 小鬼 鬼子 小鬼子 票房 日本 拍 贞子 3D 月 12 日 中国 大陆 上映 月 12 日 南京 屠杀 大屠杀 南京大屠杀 纪念 纪念日 日本 说 中国 垃圾 团结 中国 做 ,1.0
5275,逸夫 邵逸夫 出殡 乔布 布斯 乔布斯 去世 铺 天卷 刷屏 逸夫 邵逸夫 去世 有人 悼念 千百 百个 千百个 学校 教学 教学楼 逸夫 教学 教学楼 医院 逸夫 门诊 楼 ＂ 这位 老人 一生 捐赠 数以 千百 亿计 医疗 设施 教育 设施 国人 真的 乔布 布斯 乔布斯 逸夫 老先生 一路 走 ,1.0
2262,急 帮忙 转 帮忙 扩散 天上 上午 今天上午 三岁 一个三岁 小女 女孩 小女孩 世纪 家园 小区 拐走 小女 女孩 小女孩 说出 爸爸 手机 号码 手机号 机号码 手机号码 监控 四十 十多 多岁 四十多 十多岁 一个四十多岁 男人 抱 走 现 大人 急 疯 知情 知情者 请告 万分 感谢 信息 兄弟 姐妹 兄弟姐妹 留意 联系人 张静杰 13759695559 转转 孩子 ,1.0
1052,聪明 投资 投资者 统计 股价 低于 流动 资产 流动资产 非 账面 资产 公司 经营 情况 买入 股票 概率 赚钱 A股 银行 稍微 接近 真要 跌 股价 低于 流动 资产 流动资产 估计 注册 制 悲观 时 情绪 释放 极致 情况 段 永平 当年 买 网易 情况 ,0.0
6664,请 宝宝 喝 歪歪 爽歪歪 添加 加剂 添加剂 牛奶 饮料 告诉 家里 小孩 朋友 新闻 播到 旺仔 牛奶 可口 可乐 可口可乐 歪歪 爽歪歪 娃哈哈 AD 钙奶 多美 多美滋 雅培 美汁 源果 粒奶 优 菠萝 味 含有 肉毒 杆菌 紧急 召回 家长 朋友 爱 孩子 就别 喝 转 孩子 健康 选择 一三 一三一素 乳酸 乳酸菌 ,1.0
5082,寻人 启事 寻人启事 158 9588 0885 帮忙 扩散 天上 上午 今天上午 三岁 一个三岁 小女 女孩 小女孩 锦绣 花园 小区 拐走 小女 女孩 小女孩 说出 爸爸 手机 号码 手机号 机号码 手机号码 监控 四十 十多 多岁 四十多 十多岁 一个四十多岁 男人 抱 走 现 大人 急 疯 知情 知情者 请告 万分 感谢 信息 兄弟 姐妹 兄弟姐妹 留意 联系人 刘晓燕 158 9588 0885 孩子 真的 宝贵 宝贝 ,1.0
4349,mr miss 高 增高 反馈 天长 高 厘米 吸收 真 羡慕 骨骼 闭合 能长 高 ⁉ ️ 体长 高是 骨 细胞 分裂 细胞分裂 增生 mr miss 增为 骨骼 生长 摄取 多种 营养 元素 营养元素 配合 支持 ‼ ️ 庄稼 长高 肥料 动物 长快 饲料 充足 营养 生长 ,0.0
5457,女 游客 遭 桂林 导游 暴打 导游 车 乌鲁木齐 爆 新鲜 新疆 姑娘 桂林 游玩 拒绝 下车 购物 遭 导游 恐吓 滚下 滚下去 再照 手机 砸 车 导游 打人 后称 脸 网友 称 当事 当事人 参加 40 元 一日 一日游 报团 时 协议 购物 当事 当事人 属 违约 ,0.0
9480,汇率 政策 取向 稳定 预期 弹性 10 日讯 经济 参考 参考报 头版 评论 文章 称 汇率 预期 引导 实质 汇率 预期 管理 体现 人民币 持续 走强 体现 货币 当局 收盘 收盘价 篮子 中间价 定价 机制 汇率 弹性 波动 多个 因素 奠定 人民币 稳定 基础 金融 市场 金融市场 本质 敏感 ,0.0
1711,男子 动物 动物园 石块 砸 袋鼠 竟称 一趟 27 日 网传 视频 显示 身穿 深色 西装 中年 男子 中年男子 一手 手机 一手 捡拾 地面 石块 栅栏 袋鼠 砸 石头 落 袋鼠 时 男子 手机 拍照 ↓ ↓ 游客 阻止 男子 狂言 口出狂言 ↓ ↓ 令人 人气 气愤 令人气愤 男子 动物 动物园 ,0.0
625,消息 2013 年 月 26 号 实行 多夫 一妻多夫 制 新华 新华社 消息 2013 年 月 10 日 中央 出台 白皮 皮书 白皮书 婚姻 婚姻法 刚刚 出台 一项 令人 质疑 新 第三 三次 第三次 人口 普查 人口普查 现 发自 微博 桌面 微博 桌面 首页 ,1.0
3558,帮 朋友 转 急 找 孩子 求转 求 帮忙 寻人 启事 寻人启事 13940292999 线索 酬金 10 帮忙 扩散 天上 上午 今天上午 三岁 一个三岁 小女 女孩 小女孩 锦绣 花园 小区 拐走 小女 女孩 小女孩 说出 爸爸 手机 号码 手机号 机号码 手机号码 监控 四十 十多 多岁 四十多 十多岁 一个四十多岁 男人 抱 走 现 大人 急 疯 知情 知情者 请告 万分 感谢 信息 兄弟 姐妹 兄弟姐妹 留 ,1.0
649,常德 身边 事 尼泊尔 坠机 机身 身亡 坠机身亡 员工 系 常德 同事 发文 悼念 月 12 日 一架 载有 71 客机 尼泊尔 首都 加德 加德满都 降落 时 急转 转弯 急转弯 冲出 跑道 引发 大火 尼泊尔 警方 证实 确认 至少 49 遇难 乘客 名单 中 一名 三一 重工 员工 张明 确认 系 常德 桃源 哀悼 走 ,0.0
6968,辽宁 沈阳 营口 大连 鲅鱼 鲅鱼圈 盖州 各大 商场 丢 孩子 事件 通缉 一帮 一帮人 找 孩子 玩去 妈妈 孩子 老人 靠近 后背 拍 下药 蒙 孩子 抱 走 站 前 西路 ,1.0
6679,八达 八达岭 老虎 吃 游客 想 说 责任 老虎 老虎 动物 脑子 懂 女 任性 动物 动物园 下车 那女 丈夫 常识 妻子 停车 停车 架出去 吵 不及 等不及 ,0.0
2946,赵普因 曝光 皮鞋 酸奶 封杀 几个 月 差点 革职 曝光 地沟 地沟油 记者 李翔 身中 10 余刀 惨杀 中国 药品 打假 第一 人高敬德 北京 派出 派出所 接 走 天后 离奇 死亡 曝光 毕节 五名 流浪 儿童 冻死 记者 李 元龙 昨天 秘密 失踪 曝光 三聚 三聚氰胺 乳业 打假 第一 44 岁 蒋卫锁 遇害 身亡 遇害身亡 魔高 万丈 道 沉睡 郭晏平 ,1.0
4552,香港 称 充气 大黄 鸭 港 不幸 爆掉 大陆 沈阳 旅行 旅行团 胡某 扔 烟头 所致 旅行 旅行团 13 日晚 搭乘 豪华 客轮 「 利亚 号 大黄 鸭旁 胡某 投掷 30 点燃 烟头 游客 不信 弄 死 昨晚 大黄 鸭 倒下 后经 导游 指认 港警 收监 东风 西路 ,1.0
7286,真的 幼儿 幼儿园 通知 😱 📢 家长 白血 白血病 小孩 越来 越来越 妇幼 保健 妇幼保健 院 提示 请 宝宝 喝 歪歪 爽歪歪 添加 加剂 添加剂 牛奶 饮料 告诉 家里 小孩 朋友 旺仔 牛奶 可口 可乐 可口可乐 歪歪 爽歪歪 娃哈哈 AD 钙奶 未来 星 QQ 星 美汁 源果 粒奶 优 菠萝 味 含有 肉毒 杆菌 紧急 召回 微信 951896556 ,1.0
4355,反腐 红旗 旗手 红旗手 赵 红霞 赵 红霞 重庆 人氏 瓜子 瓜子脸 丹凤 凤眼 丹凤眼 年 十八 高挑 风骚 青春 动人 国 腐败 生死 存亡 存亡之秋 受命 包工 工头 包工头 床头 反贪 掀翻 厅级 官员 赵之以 睡 反腐 数量 之多 质量 之高 古人 前无古人 只待来 纪委 长叹 自叹不如 ,1.0
8561,兰州 州市 兰州市 城关 城关区 新生 报名 家长 须 签 承诺 承诺书 记者 城关 城关区 教育 教育局 流动 动人 人口 流动人口 子女 报名 时 需持 五证 户口 户口本 居住 居住证 房屋 租赁 合同 房产 房产证 流动 动人 人口 流动人口 婚育 证 户籍 所在地 县区 教育 行政 部门 行政部 行政部门 出具 未 入学 证明 居住 住地 居住地 片区 学校 报名 若片 区内 小学 招满 本区 学生 前往 城关 城关区 教育 教育局 登记 由教 ,0.0
5218,名博 评论 月 27 日 江西 电力 检修 公司 输电 运检 中心 检修 班班 员 灵聪 鄂 赣 联络 络线 联络线 500 千伏 磁永线 检修 时 发现 发现自己 下巴 挂 冰 月 27 日 曾灵聪 同事 检修 途中 发现 超高 树障 泥泞 道路 返回 下车 地方 车里 拿出 油锯 钢锯 回到 隐患 点 曾灵聪 说 天空 下着 下着雨 砍树 掉 冰 棱 脖子 衣服 缝隙 溜 不禁 打了个 寒颤 衣服 早已 湿透 顾不得 下午 两点 终于 超高 树障 清理 完 赶往 覆冰 监测 测点 监测点 哭 电网 大强 爱 拍照 媒体 欧菲 v 郭洪钧 孔兄 陶瓷 ,0.0
