id,Title,label
9712,中学 学生 中学生 举报 学校 雾 霾 天 上课 遭 教育 教育局 告发 续 透露 学生 电话 碑林 林区 碑林区 教育 教育局 调查 月 日起 西安 西安市 启动 重 污染 天气 Ι 级 应急 响应 学校 停课 期间 西北 工业 业大 大学 西北工业大学 附中 学生 在家 自学 时 积累 确有 学生 到校 请 任课 老师 任课老师 解答 碑林 林区 碑林区 教育 教育局 接到 投诉 督促 学校 学生 离校 ,0
5719,以身 尝试 北京 名女 游客 动物 动物园 猛兽 区 私自 下车 遭虎袭 死 伤 昨天 天下 下午 昨天下午 北京 八达 八达岭 野生 动物 动物园 东北 东北虎 园内 发生 老虎 伤 北京 名女 分享 中新 新网 中新网 新闻 客户 客户端 ,0
9480,汇率 政策 取向 稳定 预期 弹性 10 日讯 经济 参考 参考报 头版 评论 文章 称 汇率 预期 引导 实质 汇率 预期 管理 体现 人民币 持续 走强 体现 货币 当局 收盘 收盘价 篮子 中间价 定价 机制 汇率 弹性 波动 多个 因素 奠定 人民币 稳定 基础 金融 市场 金融市场 本质 敏感 ,0
2261,朋友 朋友 朋友圈 小女 女孩 小女孩 未 拔出 插座 手机 充电 电器 充电器 一端 另一端 放入 嘴里 导致 触电 身亡 流泪 孩子 完电 记得 插头 拔出 拔出来 撇嘴 转发 一分 多一分 爱心 少 一分 危险 谨记 小心 家里 不点 小不点 撇嘴 撇嘴 2KelvinRoad ,1
5241,岁 男童 嚼 槟榔 烟枪 律师 父母 或丧 监护 资格 跷 二郎 二郎腿 嚼 槟榔 抽烟 一副 老练 样子 近日 湖南 新化 新化县 岁 男孩 社会 范 视频 流传 网络 实拍 ↓ ↓ 镇 干部 孩子 父母 在外 打工 已派 基层 干部 基层干部 孩子 爷爷 奶奶 爷爷奶奶 批评 进行批评 教育 孩子 做 妥善 安置 妥善安置 岁 男童 嚼 ,0
7937,请 影院 进影院 贞子 票房 做 努力 中国 拍 金陵 十三 钗 日本 小鬼 鬼子 小鬼子 票房 日本 拍 贞子 3D 月 12 日 中国 大陆 上映 月 12 日 南京 屠杀 大屠杀 南京大屠杀 纪念 纪念日 国难 国难日 勿忘 国耻 中国 敢不敢 让贞子 3D5 月 12 日 票房 朋友 转 ,1
3110,德阳 安 医生 丈夫 回应 ## 德阳 德阳市 安 医生 自杀 事件 ## 德阳 男孩 家人 ## 德阳 安 医生 鼻子 牵着鼻子 往前 往前走 可悲 请 养成 独立 思考 独立思考 习惯 推敲 论点 成立 不利 东西 想 找 借口 抵消 罪证 成立 这才 目的 ,0
4925,地震 快讯 中国 地震 台网 正式 测定 08 月 08 日 21 时 19 分在 四川 阿坝 阿坝州 九寨 九寨沟 九寨沟县 北纬 33.20 度 东经 103.82 度 发生 7.0 级 地震 震源 深度 20 千米 ,0
7753,3600 小学 学生 中小学 小学生 中小学生 玩 王者 荣耀 传有 3600 小学 学生 中小学 小学生 中小学生 玩 王者 荣耀 学生 称 玩 孤立 感 腾讯 浏览 指数 内部 调研 分析 12 岁 玩家 约 占 3.62% 13 17 岁 玩家 约 占 14.50% 估算 约 3600 小学 学生 中小学 小学生 中小学生 参与 这款 游戏 中 学生 玩家 游戏 组团 作战 方式 越来 越来越 学生 置身 置身其中 游戏 打游戏 ,0
5215,月 日 青岛 啤酒 日本 控股 接受 百年 字号 老字号 青岛 啤酒 面临 内忧 外患 内忧外患 北京 商报 记者 王晓月 日本 朝日 啤酒 控股 威胁 增加 燕京 华润 雪花 啤酒 巨头 布局 山东 山东省 文字 文字版 gt gt 新浪 长微博 gt gt ,1
7489,急 找 孩子 求转 求 帮忙 寻人 启事 寻人启事 13940292999 线索 酬金 10 帮忙 扩散 天上 上午 今天上午 三岁 一个三岁 小女 女孩 小女孩 锦绣 花园 小区 拐走 小女 女孩 小女孩 说出 爸爸 手机 号码 手机号 机号码 手机号码 监控 四十 十多 多岁 四十多 十多岁 一个四十多岁 男人 抱 走 现 大人 急 疯 知情 知情者 请告 万分 感谢 联系人 宁继春 139402929992 光谷 鲁巷 ,1
